feature,cover,gain,weight
consumption_per_sqm_roll_mean_168h,837.6756591796875,277.072021484375,74.0
consumption_per_sqm_roll_mean_24h,728.03076171875,220.58001708984375,65.0
consumption_per_sqm_roll_mean_3h,1152.388916015625,502.4118957519531,36.0
consumption_per_sqm_roll_mean_48h,773.9574584960938,273.6731872558594,47.0
consumption_per_sqm_roll_mean_6h,1071.4422607421875,1344.3270263671875,52.0
consumption_per_sqm_roll_median_12h,1812.903564453125,1256.109619140625,83.0
consumption_per_sqm_roll_median_168h,1095.693603515625,241.44827270507812,62.0
consumption_per_sqm_roll_median_24h,661.9091186523438,849.9496459960938,77.0
consumption_per_sqm_roll_median_3h,1994.971923828125,1996.77001953125,107.0
consumption_per_sqm_roll_median_48h,635.2777709960938,261.3157043457031,54.0
consumption_per_sqm_roll_median_6h,1328.800048828125,2686.079833984375,95.0
consumption_per_sqm_roll_min_12h,1678.4385986328125,1434.4859619140625,114.0
consumption_per_sqm_roll_min_168h,1120.8863525390625,189.2873077392578,88.0
consumption_per_sqm_roll_min_24h,1459.6207275390625,519.5694580078125,87.0
consumption_per_sqm_roll_min_3h,1598.2041015625,1635.884521484375,147.0
consumption_per_sqm_roll_min_48h,1532.0185546875,429.126953125,54.0
consumption_per_sqm_roll_min_6h,1550.5826416015625,8746.4912109375,115.0
consumption_per_sqm_roll_std_12h,811.3154296875,438.7245788574219,149.0
consumption_per_sqm_roll_std_168h,1261.4964599609375,377.5669860839844,141.0
consumption_per_sqm_roll_std_24h,1079.6947021484375,519.5633544921875,131.0
consumption_per_sqm_roll_std_3h,2182.042724609375,3210.706787109375,845.0
consumption_per_sqm_roll_std_48h,2146.2255859375,538.8901977539062,102.0
consumption_per_sqm_roll_std_6h,2997.073974609375,606.4188842773438,162.0
dayofweek,8531.0263671875,844.8202514648438,190.0
dayofweek_cos,13674.1376953125,449.4490966796875,58.0
dayofweek_sin,4748.5478515625,880.52880859375,73.0
dayofyear,4346.63232421875,450.359375,291.0
dayofyear_cos,3062.76611328125,475.64190673828125,295.0
dayofyear_sin,3571.79541015625,293.734130859375,264.0
hour,2471.79638671875,14372.705078125,280.0
hour_cos,1357.458984375,4521.91064453125,61.0
hour_sin,2330.95947265625,5888.517578125,222.0
hour_x_dayofweek,2790.64794921875,835.535888671875,267.0
is_weekend,157.0,287.2823486328125,1.0
log_building_size_m2,2189.333251953125,1362.4603271484375,27.0
log_building_size_m2_x_air temperature,7148.13916015625,1176.623291015625,165.0
log_building_size_m2_x_cloud_cover,767.5999755859375,150.06886291503906,15.0
log_building_size_m2_x_hour_cos,4114.39501953125,2523.4833984375,162.0
log_building_size_m2_x_hour_sin,5663.490234375,4823.65869140625,451.0
season_Autumn,4627.15380859375,373.64422607421875,13.0
season_Spring,275.6666564941406,757.61376953125,6.0
season_Summer,65.5,80.61544799804688,2.0
season_Winter,2376.166748046875,294.9089050292969,6.0
visibility,7132.765625,151.41030883789062,64.0
visibility_lag_1h,721.4210815429688,117.375,19.0
visibility_lag_24h,205.86666870117188,107.9574203491211,15.0
visibility_lag_2h,613.375,135.41168212890625,16.0
visibility_lag_3h,347.4800109863281,125.68970489501953,25.0
visibility_roll_mean_12h,418.3235168457031,149.0277099609375,34.0
visibility_roll_mean_24h,766.1052856445312,133.3963165283203,38.0
visibility_roll_mean_3h,261.5294189453125,107.70855712890625,17.0
visibility_roll_mean_6h,360.2727355957031,117.53130340576172,22.0
visibility_roll_std_12h,381.3846130371094,97.16287994384766,39.0
visibility_roll_std_24h,578.90625,220.53285217285156,32.0
visibility_roll_std_3h,2876.219970703125,146.49244689941406,50.0
visibility_roll_std_6h,1219.6551513671875,200.24464416503906,29.0
