feature,cover,gain,weight
consumption_per_log_sqm_roll_median_6h,6897.45361328125,79.77503204345703,216.0
consumption_per_log_sqm_roll_min_12h,3490.18896484375,139.6387939453125,402.0
consumption_per_log_sqm_roll_min_168h,2719.861572265625,184.28810119628906,383.0
consumption_per_log_sqm_roll_min_24h,4329.0888671875,1048.2144775390625,372.0
consumption_per_log_sqm_roll_min_3h,7220.27392578125,10197.09375,511.0
consumption_per_log_sqm_roll_min_48h,3252.7255859375,383.3518981933594,317.0
consumption_per_log_sqm_roll_min_6h,14196.3623046875,645.0931396484375,353.0
consumption_per_log_sqm_roll_std_12h,1841.6290283203125,100.13391876220703,798.0
consumption_per_log_sqm_roll_std_168h,2300.30126953125,65.0807113647461,697.0
consumption_per_log_sqm_roll_std_24h,2226.81787109375,101.19577026367188,560.0
consumption_per_log_sqm_roll_std_3h,3355.41650390625,1156.8104248046875,2115.0
consumption_per_log_sqm_roll_std_48h,1722.438720703125,60.52097702026367,506.0
consumption_per_log_sqm_roll_std_6h,4193.71875,292.4562683105469,911.0
consumption_per_sqm_lag_12h,1621.49365234375,62.15073013305664,555.0
consumption_per_sqm_lag_167h,1640.4805908203125,1025.3170166015625,801.0
consumption_per_sqm_lag_168h,1639.1229248046875,175.93431091308594,537.0
consumption_per_sqm_lag_169h,4048.449462890625,342.5009765625,1021.0
consumption_per_sqm_lag_1h,6091.49560546875,1642.6143798828125,1209.0
consumption_per_sqm_lag_23h,1974.5357666015625,259.8175964355469,601.0
consumption_per_sqm_lag_24h,3266.002685546875,116.7730712890625,385.0
consumption_per_sqm_lag_25h,5995.68408203125,91.99360656738281,579.0
consumption_per_sqm_lag_2h,3380.301025390625,453.7268371582031,548.0
consumption_per_sqm_lag_335h,1289.5897216796875,340.6028747558594,680.0
consumption_per_sqm_lag_336h,1243.5511474609375,89.42076873779297,430.0
consumption_per_sqm_lag_337h,2678.46484375,120.8008804321289,583.0
consumption_per_sqm_lag_3h,5032.74267578125,1372.7569580078125,921.0
consumption_per_sqm_lag_47h,1488.917236328125,58.72616958618164,423.0
consumption_per_sqm_lag_48h,1514.7481689453125,50.296871185302734,278.0
consumption_per_sqm_lag_49h,1514.130859375,71.77620697021484,382.0
consumption_per_sqm_lag_4h,3862.71875,974.8911743164062,594.0
consumption_per_sqm_lag_5h,4092.114990234375,1498.1280517578125,435.0
consumption_per_sqm_lag_6h,2676.4453125,1561.818359375,402.0
consumption_per_sqm_lag_71h,1088.578125,71.53132629394531,467.0
consumption_per_sqm_lag_72h,2187.009033203125,70.83839416503906,335.0
consumption_per_sqm_lag_73h,1233.8125,64.16062927246094,416.0
consumption_per_sqm_roll_max_12h,1685.9578857421875,143.40809631347656,214.0
consumption_per_sqm_roll_max_168h,1565.0394287109375,90.15685272216797,406.0
consumption_per_sqm_roll_max_24h,1114.239990234375,137.9537811279297,225.0
consumption_per_sqm_roll_max_3h,1663.0745849609375,1070.15869140625,228.0
consumption_per_sqm_roll_max_48h,2010.6497802734375,66.36507415771484,257.0
consumption_per_sqm_roll_max_6h,5549.65283203125,355.8686828613281,193.0
consumption_per_sqm_roll_mean_12h,1560.08251953125,548.6076049804688,400.0
consumption_per_sqm_roll_mean_168h,1277.6226806640625,132.03945922851562,379.0
consumption_per_sqm_roll_mean_24h,1085.145263671875,108.59432220458984,296.0
consumption_per_sqm_roll_mean_3h,2473.302001953125,96.54327392578125,149.0
consumption_per_sqm_roll_mean_48h,1486.0177001953125,150.46511840820312,283.0
consumption_per_sqm_roll_mean_6h,2619.33154296875,544.6851806640625,184.0
consumption_per_sqm_roll_median_12h,2500.38232421875,2556.661865234375,387.0
consumption_per_sqm_roll_median_168h,2345.437744140625,90.82953643798828,402.0
consumption_per_sqm_roll_median_24h,2175.69775390625,140.24131774902344,311.0
consumption_per_sqm_roll_median_3h,3958.354248046875,407.2870178222656,206.0
consumption_per_sqm_roll_median_48h,1651.556396484375,79.62842559814453,275.0
