feature,cover,gain,weight
consumption_per_log_sqm_roll_min_12h,1826.82275390625,466.23077392578125,141.0
consumption_per_log_sqm_roll_min_168h,2518.797119140625,1317.4290771484375,143.0
consumption_per_log_sqm_roll_min_24h,5251.8798828125,2954.90087890625,208.0
consumption_per_log_sqm_roll_min_3h,3230.8349609375,24531.359375,321.0
consumption_per_log_sqm_roll_min_48h,3781.615478515625,2202.033203125,130.0
consumption_per_log_sqm_roll_min_6h,5386.75537109375,4406.56396484375,139.0
consumption_per_log_sqm_roll_std_12h,907.4194946289062,256.37030029296875,205.0
consumption_per_log_sqm_roll_std_168h,1959.5411376953125,203.36087036132812,170.0
consumption_per_log_sqm_roll_std_24h,4057.424560546875,296.659423828125,179.0
consumption_per_log_sqm_roll_std_3h,2716.54443359375,2795.96630859375,992.0
consumption_per_log_sqm_roll_std_48h,1731.0465087890625,241.3284454345703,129.0
consumption_per_log_sqm_roll_std_6h,2276.41845703125,538.36474609375,270.0
consumption_per_sqm_lag_12h,806.3820190429688,160.62545776367188,89.0
consumption_per_sqm_lag_167h,1104.28515625,2664.109375,270.0
consumption_per_sqm_lag_168h,923.3574829101562,536.54736328125,207.0
consumption_per_sqm_lag_169h,2480.75341796875,755.0885620117188,592.0
consumption_per_sqm_lag_1h,2432.7373046875,7636.849609375,666.0
consumption_per_sqm_lag_23h,1341.74755859375,632.1239013671875,202.0
consumption_per_sqm_lag_24h,1108.189208984375,226.8177490234375,74.0
consumption_per_sqm_lag_25h,2099.54541015625,274.89593505859375,143.0
consumption_per_sqm_lag_2h,2547.439208984375,1477.167724609375,312.0
consumption_per_sqm_lag_335h,907.765869140625,906.8338623046875,205.0
consumption_per_sqm_lag_336h,688.0900268554688,220.5361328125,100.0
consumption_per_sqm_lag_337h,1616.3895263671875,445.3912658691406,172.0
consumption_per_sqm_lag_3h,2514.569580078125,3465.934326171875,518.0
consumption_per_sqm_lag_47h,907.0752563476562,240.60450744628906,93.0
consumption_per_sqm_lag_48h,676.77587890625,182.01173400878906,58.0
consumption_per_sqm_lag_49h,747.547607421875,274.3109436035156,84.0
consumption_per_sqm_lag_4h,1901.17236328125,4132.94580078125,145.0
consumption_per_sqm_lag_5h,1519.026123046875,1522.9676513671875,115.0
consumption_per_sqm_lag_6h,1850.3621826171875,1868.10205078125,127.0
consumption_per_sqm_lag_71h,1075.9901123046875,336.802490234375,101.0
consumption_per_sqm_lag_72h,582.0322875976562,180.0052947998047,62.0
consumption_per_sqm_lag_73h,789.7341918945312,168.9527587890625,79.0
consumption_per_sqm_roll_max_12h,679.6944580078125,676.5030517578125,72.0
consumption_per_sqm_roll_max_168h,671.8695678710938,280.8536071777344,69.0
consumption_per_sqm_roll_max_24h,652.5657958984375,472.94598388671875,76.0
consumption_per_sqm_roll_max_3h,1024.017578125,1420.79931640625,114.0
consumption_per_sqm_roll_max_48h,1052.660400390625,428.1148376464844,53.0
consumption_per_sqm_roll_max_6h,1676.34423828125,985.1494140625,61.0
consumption_per_sqm_roll_mean_12h,1491.92041015625,967.611572265625,88.0
consumption_per_sqm_roll_mean_168h,853.2063598632812,189.55661010742188,63.0
consumption_per_sqm_roll_mean_24h,772.2069091796875,280.72796630859375,58.0
consumption_per_sqm_roll_mean_3h,754.0555419921875,527.4308471679688,36.0
consumption_per_sqm_roll_mean_48h,861.3653564453125,198.29910278320312,52.0
consumption_per_sqm_roll_mean_6h,965.4285888671875,964.0346069335938,35.0
consumption_per_sqm_roll_median_12h,1211.3125,1503.297119140625,80.0
consumption_per_sqm_roll_median_168h,1443.0,216.6214599609375,56.0
consumption_per_sqm_roll_median_24h,960.614013671875,1936.1136474609375,57.0
consumption_per_sqm_roll_median_3h,1769.63720703125,1615.1690673828125,102.0
consumption_per_sqm_roll_median_48h,933.6071166992188,191.46810913085938,56.0
consumption_per_sqm_roll_median_6h,1375.1290283203125,5258.025390625,93.0
consumption_per_sqm_roll_min_12h,1469.7379150390625,796.077392578125,103.0
consumption_per_sqm_roll_min_168h,701.51611328125,303.1331481933594,62.0
consumption_per_sqm_roll_min_24h,968.9278564453125,652.3993530273438,97.0
consumption_per_sqm_roll_min_3h,1314.126708984375,2157.623779296875,142.0
consumption_per_sqm_roll_min_48h,1034.213134765625,620.3753051757812,61.0
consumption_per_sqm_roll_min_6h,1693.6102294921875,7743.91015625,118.0
consumption_per_sqm_roll_std_12h,993.4356079101562,522.8494262695312,163.0
consumption_per_sqm_roll_std_168h,1247.032470703125,378.48858642578125,123.0
consumption_per_sqm_roll_std_24h,1504.560302734375,626.4371337890625,116.0
consumption_per_sqm_roll_std_3h,1706.135498046875,3255.9521484375,834.0
consumption_per_sqm_roll_std_48h,1334.6734619140625,840.2557373046875,98.0
consumption_per_sqm_roll_std_6h,2627.300048828125,543.680908203125,160.0
dayofweek,8179.322265625,890.2879638671875,180.0
dayofweek_cos,10047.3720703125,666.8051147460938,43.0
dayofweek_sin,4000.742919921875,680.8690795898438,70.0
dayofyear,3435.2021484375,599.8690795898438,277.0
dayofyear_cos,4312.369140625,560.88818359375,298.0
dayofyear_sin,1478.137451171875,296.1330261230469,240.0
hour,1612.9393310546875,14959.4072265625,247.0
hour_cos,1162.642822265625,5819.18505859375,56.0
hour_sin,2444.558349609375,6877.68701171875,206.0
hour_x_dayofweek,2249.4228515625,1101.145751953125,246.0
is_weekend,280.6666564941406,253.3668975830078,3.0
log_building_size_m2,2192.666748046875,1870.5543212890625,24.0
log_building_size_m2_x_air temperature,8084.6708984375,1322.2642822265625,155.0
log_building_size_m2_x_cloud_cover,400.4285583496094,211.22633361816406,7.0
log_building_size_m2_x_hour_cos,3636.84765625,2958.780029296875,151.0
log_building_size_m2_x_hour_sin,6194.63623046875,4623.755859375,407.0
season_Autumn,2443.6552734375,256.12847900390625,29.0
season_Spring,94.5,159.76979064941406,6.0
season_Summer,1568.0,169.38848876953125,2.0
season_Winter,569.0,168.93331909179688,2.0
visibility,5117.296875,156.9699249267578,64.0
visibility_lag_1h,522.0,104.75241088867188,24.0
visibility_lag_24h,99.13043212890625,110.2326889038086,23.0
visibility_lag_2h,280.5,134.29730224609375,24.0
visibility_lag_3h,293.0,109.05715942382812,25.0
visibility_roll_mean_12h,655.96875,141.01010131835938,32.0
visibility_roll_mean_24h,519.280029296875,135.87611389160156,50.0
visibility_roll_mean_3h,514.8235473632812,114.26262664794922,17.0
visibility_roll_mean_6h,279.75,122.7024154663086,24.0
visibility_roll_std_12h,1608.56103515625,129.2492218017578,41.0
visibility_roll_std_24h,595.2954711914062,210.36549377441406,44.0
visibility_roll_std_3h,1590.55810546875,148.826904296875,43.0
visibility_roll_std_6h,469.76470947265625,150.5032958984375,34.0
