Datetime,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,5.198924731182796,3.2404761904761856,3.2741935483870828,2.3311111111110985,2.3376344086021277,2.633333333333307,2.1913978494623487,2.0139784946236348,2.8577777777777547,6.28602150537632,5.736666666666641,7.391397849462342
1,4.991397849462366,3.1785714285714235,3.239784946236546,2.1566666666666547,2.3236559139784716,2.63444444444442,2.1784946236558986,2.018279569892452,2.7611111111110858,6.34838709677417,5.944444444444419,7.193548387096749
2,4.947311827956989,3.151190476190471,3.2311827956989134,2.079999999999987,2.319354838709655,4.868888888888864,4.337634408602132,2.0021505376343876,2.657777777777754,5.667741935483848,5.173333333333308,6.556989247311803
3,4.9709677419354845,3.1238095238095194,3.2533333333333205,2.008888888888877,2.316129032258045,7.097777777777757,6.7795698924731,1.9784946236558956,2.556666666666643,5.11458333333331,4.412222222222198,5.960215053763417
4,4.856989247311828,3.101190476190472,3.2455555555555424,1.9811111111111006,2.340860215053743,7.099999999999978,6.790322580645143,1.9709677419354632,2.5055555555555316,4.501075268817181,3.6511111111110894,5.327956989247288
5,4.725806451612904,3.1249999999999942,3.296774193548373,2.04333333333332,2.3827956989247094,4.862222222222196,4.343010752688151,1.9709677419354623,2.5411111111110865,4.5354838709677185,3.7466666666666413,5.372043010752664
6,5.215053763440861,4.953571428571423,5.253763440860201,3.6699999999999857,3.6946236559139556,2.647777777777753,1.9365591397849284,2.02795698924729,3.812222222222197,5.945161290322557,5.22555555555553,6.519354838709654
7,7.7247311827957,9.35714285714285,8.624731182795685,6.429999999999986,6.375268817204277,3.2111111111110846,2.5247311827956778,2.880645161290298,6.497777777777753,9.073118279569869,8.68666666666664,9.281720430107502
8,12.683870967741937,15.634523809523802,12.949462365591383,9.469999999999986,9.529032258064493,4.464444444444417,4.221505376344065,4.688172043010728,9.802222222222197,13.377419354838686,13.882222222222197,12.880645161290298
9,18.52043010752688,21.832142857142852,16.892473118279558,12.73555555555554,12.55806451612901,7.226666666666639,7.265591397849441,7.950537634408579,14.24333333333331,20.019354838709653,21.351111111111084,18.14838709677417
10,21.095698924731185,24.1595238095238,19.126881720430095,14.368888888888874,13.581720430107504,9.788888888888861,10.503225806451594,11.573118279569869,16.308888888888863,23.68924731182793,25.569999999999975,20.922580645161265
11,21.378494623655914,25.494047619047613,20.717204301075256,17.049999999999986,15.979569892473094,10.613333333333305,12.21290322580643,13.032258064516103,19.11666666666664,26.59247311827955,28.604444444444418,23.12365591397847
12,20.218279569892474,24.077380952380945,20.094623655913967,16.992222222222207,15.575268817204277,9.181111111111083,12.139784946236539,12.019354838709653,18.25777777777775,24.41612903225804,26.85666666666664,22.474193548387074
13,19.74516129032258,24.326190476190472,20.861290322580633,18.799999999999986,16.690322580645137,7.244444444444417,11.051612903225784,9.606451612903202,18.169999999999973,24.49139784946234,27.41555555555553,23.317204301075243
14,20.683870967741935,24.40357142857142,21.443010752688156,18.968888888888877,16.850537634408578,9.998888888888864,12.677419354838689,11.632258064516105,19.776666666666642,26.562365591397825,29.669999999999973,25.948387096774166
15,26.67849462365591,29.971428571428564,27.73548387096773,25.039999999999985,22.609677419354817,15.451111111111084,16.37526881720428,16.598924731182773,24.689999999999976,31.31397849462363,34.67111111111108,29.402150537634384
16,33.58494623655914,34.92380952380952,33.28924731182794,29.177777777777763,27.482795698924708,21.134444444444416,20.18602150537632,22.1817204301075,29.889999999999976,35.410752688172025,38.43444444444442,32.027956989247286
17,39.05268817204301,39.822619047619035,39.176344086021494,33.789999999999985,31.709677419354815,23.59333333333331,21.570967741935466,24.39354838709675,32.53888888888886,37.39892473118277,39.74666666666664,32.145161290322555
18,38.476344086021506,39.909523809523805,39.75591397849461,32.64555555555554,31.521505376344063,23.39666666666664,20.554838709677398,23.223655913978472,32.59666666666664,37.46666666666664,39.058888888888866,30.796774193548362
19,35.25806451612903,37.35238095238095,37.340860215053745,30.272222222222204,29.226881720430082,21.27333333333331,17.935483870967722,20.245161290322557,30.33666666666664,35.50752688172041,36.72333333333331,28.050537634408578
20,27.263440860215052,28.917857142857137,28.956989247311817,23.215555555555543,22.68387096774191,14.049999999999972,11.653763440860194,12.87311827956987,22.39444444444442,30.177419354838683,31.37777777777775,24.050537634408578
21,17.065591397849467,17.02261904761904,16.920430107526865,14.031111111111096,13.293548387096749,7.47666666666664,5.968817204301056,6.837634408602126,12.778888888888863,20.122580645161268,20.6022222222222,17.343010752688148
22,9.088172043010752,7.749999999999995,7.427956989247297,6.265555555555541,5.8956989247311595,2.7099999999999764,2.046236559139767,2.17849462365589,5.346666666666642,11.67096774193546,11.473333333333308,12.056989247311803
23,5.60967741935484,3.621428571428566,3.3268817204300936,2.8322222222222093,2.4752688172042783,2.631111111111087,2.201075268817186,2.0698924731182573,3.0066666666666424,6.412903225806428,5.678888888888864,8.22150537634406
