Datetime,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,14.316666666666668,14.09642857142857,13.934408602150533,12.868888888888884,12.136559139784943,11.182222222222215,10.902150537634396,10.610752688172033,10.087777777777765,11.189247311827943,14.337777777777763,16.109677419354824
1,12.298924731182797,12.186904761904758,12.081720430107522,11.15444444444444,10.066666666666663,9.538888888888884,9.372043010752677,9.263440860215043,8.697777777777764,9.622580645161277,12.44444444444443,14.282795698924716
2,11.198924731182796,11.13690476190476,11.169892473118274,10.691111111111107,8.811827956989244,8.472222222222216,8.41290322580644,8.46774193548386,7.879999999999987,8.643010752688157,11.221111111111096,13.124731182795685
3,10.678494623655915,10.62738095238095,10.753333333333329,10.207777777777775,8.219354838709673,7.936666666666661,7.880645161290311,7.930107526881709,7.465555555555542,8.099999999999987,10.721111111111096,12.458064516129017
4,10.521505376344086,10.494047619047617,10.544444444444439,9.758888888888885,7.93333333333333,7.55666666666666,7.513978494623645,7.653763440860205,7.265555555555542,7.915053763440847,10.59555555555554,12.105376344086006
5,10.797849462365592,10.782142857142855,10.527956989247306,9.146666666666665,7.808602150537632,7.362222222222217,7.332258064516117,7.639784946236548,7.577777777777765,8.097849462365577,10.855555555555542,12.244086021505362
6,11.654838709677419,11.903571428571425,11.064516129032253,9.289999999999996,7.752688172043008,7.032222222222217,7.045161290322569,7.930107526881709,8.545555555555543,9.053763440860202,12.028888888888874,13.033333333333317
7,13.10215053763441,13.590476190476187,11.966666666666661,9.731111111111108,7.766666666666663,6.9555555555555495,7.09784946236558,8.678494623655904,9.814444444444431,10.667741935483857,13.878888888888874,14.560215053763427
8,14.81505376344086,15.197619047619044,12.813978494623651,9.589999999999996,7.66344086021505,6.723333333333327,7.173118279569881,9.13548387096773,10.84444444444443,12.256989247311814,15.83555555555554,16.525806451612887
9,16.234408602150538,16.04285714285714,12.890322580645156,8.864444444444441,7.034408602150535,6.318888888888883,7.6505376344085905,9.408602150537623,10.484444444444431,12.637634408602137,16.736666666666654,18.226881720430093
10,17.413978494623656,16.576190476190472,12.689247311827952,7.925555555555551,6.253763440860212,5.727777777777772,7.998924731182784,9.269892473118269,9.671111111111097,12.466666666666653,17.098888888888876,19.866666666666653
11,18.511827956989247,17.014285714285712,12.648387096774188,7.637777777777774,5.804301075268814,5.704444444444438,8.796774193548377,9.708602150537624,9.058888888888875,12.281720430107512,17.29555555555554,20.877419354838697
12,19.504301075268817,17.791666666666664,12.826881720430102,7.507777777777774,6.186021505376341,5.977777777777772,9.354838709677407,10.106451612903216,9.206666666666653,12.96129032258063,18.182222222222208,21.70752688172042
13,19.789247311827957,18.205952380952375,13.155913978494617,7.5511111111111076,6.893548387096771,6.033333333333328,9.724731182795686,10.180645161290313,9.62222222222221,13.477419354838695,19.27333333333332,22.07419354838708
14,19.695698924731182,18.853571428571428,13.536559139784943,7.702222222222218,7.466666666666664,6.051111111111106,9.610752688172033,10.078494623655903,9.806666666666654,13.589247311827943,19.93555555555554,22.570967741935466
15,19.93978494623656,19.574999999999996,14.497849462365586,8.591111111111108,8.461290322580641,6.9555555555555495,9.794623655913968,10.234408602150529,10.317777777777765,13.47096774193547,20.251111111111094,22.822580645161274
16,21.58709677419355,21.323809523809523,16.926881720430103,10.76333333333333,10.390322580645158,8.868888888888883,10.648387096774181,11.438709677419345,11.45222222222221,14.249462365591384,20.80333333333332,23.11397849462364
17,23.325806451612905,23.444047619047616,20.341935483870962,14.035555555555552,12.958064516129028,11.244444444444438,12.154838709677408,13.10537634408601,13.508888888888874,16.369892473118266,22.472222222222207,23.888172043010737
18,24.910752688172042,25.472619047619045,24.04086021505376,18.572222222222216,15.4505376344086,13.602222222222217,13.892473118279558,15.386021505376334,15.9711111111111,19.131182795698912,24.07666666666665,24.932258064516112
19,25.421505376344083,26.37380952380952,25.379569892473114,21.80333333333333,17.49032258064516,15.561111111111105,15.36021505376343,17.368817204301063,18.284444444444432,20.98387096774192,25.09666666666665,25.58602150537633
20,24.975268817204302,25.645238095238092,24.91075268817204,22.55222222222222,18.677419354838705,16.699999999999996,16.340860215053752,18.725806451612893,18.711111111111098,21.030107526881707,24.685555555555542,25.115053763440848
21,23.023655913978494,23.439285714285713,22.505376344086017,20.744444444444444,18.652688172043007,16.44444444444444,16.304301075268803,18.162365591397837,17.378888888888877,19.147311827956976,22.996666666666652,23.64086021505375
22,20.17849462365591,20.198809523809523,19.782795698924726,17.946666666666662,17.08817204301075,15.179999999999994,15.112903225806441,15.890322580645151,14.67222222222221,16.30645161290321,20.219999999999985,21.312903225806433
23,17.031182795698925,16.87023809523809,16.577419354838707,15.277777777777773,14.652688172043007,13.194444444444438,12.979569892473105,12.86989247311827,12.106666666666653,13.422580645161277,17.163333333333316,18.57473118279568
