Datetime,Mon,Tue,Wed,Thu,Fri,Sat,Sun
0,12.615384615384606,12.572435897435888,12.521153846153839,12.41923076923076,12.380769230769221,12.734615384615378,13.23616352201257
1,10.85320512820512,10.721794871794865,10.699358974358965,10.727564102564095,10.712820512820505,11.208333333333325,11.451572327044017
2,9.881410256410248,9.671794871794864,9.726282051282043,9.805769230769222,9.801923076923067,10.259615384615376,10.355345911949678
3,9.394871794871786,9.257692307692299,9.301282051282042,9.28846153846153,9.300641025641017,9.605769230769223,9.655345911949677
4,9.137820512820504,9.071794871794863,9.17371794871794,9.039102564102556,9.074999999999992,9.22820512820512,9.282051282051274
5,9.31794871794871,9.271153846153839,9.378846153846146,9.140384615384606,9.099358974358966,8.97371794871794,9.030817610062885
6,10.001923076923068,10.173717948717941,10.225641025641018,9.988461538461529,9.757692307692299,8.826923076923068,8.813207547169803
7,11.005769230769223,11.435256410256402,11.528846153846144,11.194871794871785,10.769230769230761,9.318589743589735,9.204402515723263
8,11.705769230769222,12.379487179487171,12.459615384615375,12.22820512820512,11.560256410256402,10.22243589743589,10.157232704402508
9,11.539102564102556,12.178846153846147,12.411538461538452,12.235256410256401,11.587820512820505,11.624358974358966,11.432075471698106
10,11.219871794871787,11.731410256410246,11.882051282051274,11.979487179487172,11.327564102564093,12.571794871794863,12.538364779874204
11,11.171794871794864,11.601282051282043,11.846153846153838,12.021794871794864,11.34423076923076,13.440384615384605,13.220125786163514
12,11.600641025641018,12.087820512820505,12.252564102564094,12.344871794871787,11.72692307692307,14.02948717948717,14.08050314465408
13,11.92371794871794,12.419230769230762,12.714102564102555,12.430769230769222,12.12371794871794,14.462820512820505,14.763522012578608
14,12.062820512820505,12.690384615384605,12.856410256410246,12.212820512820505,12.32371794871794,14.70448717948717,15.651572327044017
15,12.644871794871786,13.291025641025632,13.287820512820504,12.585256410256402,12.795512820512812,15.068589743589733,16.310062893081753
16,14.541666666666659,14.976282051282043,14.766025641025633,14.322435897435888,13.95448717948717,15.830769230769222,17.289308176100622
17,17.480769230769223,17.458974358974352,17.01666666666666,16.803205128205118,15.989102564102556,17.071153846153837,18.605660377358483
18,20.730769230769223,20.443589743589733,19.739743589743583,19.652564102564096,18.080769230769224,18.280128205128197,20.18364779874213
19,22.707692307692298,22.564743589743582,21.490384615384606,21.515384615384605,19.623076923076916,19.09871794871794,21.36100628930817
20,22.707692307692298,22.827564102564093,21.85256410256409,21.89423076923076,19.998717948717943,19.411538461538452,21.671069182389928
21,20.953846153846143,21.02820512820512,20.35320512820512,20.33461538461538,19.123076923076916,19.021794871794864,20.479245283018862
22,18.12948717948717,18.073717948717942,17.736538461538455,17.599358974358967,17.193589743589737,17.80641025641025,18.149685534591185
23,15.19423076923076,15.041025641025632,14.812820512820505,14.731410256410246,14.781410256410247,15.617948717948709,15.182704402515716
