,Atm pressure mm of mercury,Mean wind direction,Mean wind speed,Relative humidity (%),Relative humidity (%)_lag_1h,Relative humidity (%)_lag_24h,Relative humidity (%)_lag_2h,Relative humidity (%)_lag_3h,Relative humidity (%)_roll_mean_12h,Relative humidity (%)_roll_mean_24h,Relative humidity (%)_roll_mean_3h,Relative humidity (%)_roll_mean_6h,Relative humidity (%)_roll_std_12h,Relative humidity (%)_roll_std_24h,Relative humidity (%)_roll_std_3h,Relative humidity (%)_roll_std_6h,Unnamed: 9,air temperature,air temperature_lag_1h,air temperature_lag_24h,air temperature_lag_2h,air temperature_lag_3h,air temperature_roll_mean_12h,air temperature_roll_mean_24h,air temperature_roll_mean_3h,air temperature_roll_mean_6h,air temperature_roll_std_12h,air temperature_roll_std_24h,air temperature_roll_std_3h,air temperature_roll_std_6h,air temperature_sq,air temperature_x_hour,air temperature_x_is_weekend,air temperature_x_season_Autumn,air temperature_x_season_Spring,air temperature_x_season_Summer,air temperature_x_season_Winter,building_size_m2,building_size_m2_x_air temperature,building_size_m2_x_cloud_cover,building_size_m2_x_hour_cos,building_size_m2_x_hour_sin,cdd,cloud_cover_percentage,cloud_cover_percentage_lag_1h,cloud_cover_percentage_lag_24h,cloud_cover_percentage_lag_2h,cloud_cover_percentage_lag_3h,cloud_cover_percentage_roll_mean_12h,cloud_cover_percentage_roll_mean_24h,cloud_cover_percentage_roll_mean_3h,cloud_cover_percentage_roll_mean_6h,cloud_cover_percentage_roll_std_12h,cloud_cover_percentage_roll_std_24h,cloud_cover_percentage_roll_std_3h,cloud_cover_percentage_roll_std_6h,consumption_per_log_sqm_lag_12h,consumption_per_log_sqm_lag_167h,consumption_per_log_sqm_lag_168h,consumption_per_log_sqm_lag_169h,consumption_per_log_sqm_lag_1h,consumption_per_log_sqm_lag_23h,consumption_per_log_sqm_lag_24h,consumption_per_log_sqm_lag_25h,consumption_per_log_sqm_lag_2h,consumption_per_log_sqm_lag_335h,consumption_per_log_sqm_lag_336h,consumption_per_log_sqm_lag_337h,consumption_per_log_sqm_lag_3h,consumption_per_log_sqm_lag_47h,consumption_per_log_sqm_lag_48h,consumption_per_log_sqm_lag_49h,consumption_per_log_sqm_lag_4h,consumption_per_log_sqm_lag_5h,consumption_per_log_sqm_lag_6h,consumption_per_log_sqm_lag_71h,consumption_per_log_sqm_lag_72h,consumption_per_log_sqm_lag_73h,consumption_per_log_sqm_roll_max_12h,consumption_per_log_sqm_roll_max_168h,consumption_per_log_sqm_roll_max_24h,consumption_per_log_sqm_roll_max_3h,consumption_per_log_sqm_roll_max_48h,consumption_per_log_sqm_roll_max_6h,consumption_per_log_sqm_roll_mean_12h,consumption_per_log_sqm_roll_mean_168h,consumption_per_log_sqm_roll_mean_24h,consumption_per_log_sqm_roll_mean_3h,consumption_per_log_sqm_roll_mean_48h,consumption_per_log_sqm_roll_mean_6h,consumption_per_log_sqm_roll_median_12h,consumption_per_log_sqm_roll_median_168h,consumption_per_log_sqm_roll_median_24h,consumption_per_log_sqm_roll_median_3h,consumption_per_log_sqm_roll_median_48h,consumption_per_log_sqm_roll_median_6h,consumption_per_log_sqm_roll_min_12h,consumption_per_log_sqm_roll_min_168h,consumption_per_log_sqm_roll_min_24h,consumption_per_log_sqm_roll_min_3h,consumption_per_log_sqm_roll_min_48h,consumption_per_log_sqm_roll_min_6h,consumption_per_log_sqm_roll_std_12h,consumption_per_log_sqm_roll_std_168h,consumption_per_log_sqm_roll_std_24h,consumption_per_log_sqm_roll_std_3h,consumption_per_log_sqm_roll_std_48h,consumption_per_log_sqm_roll_std_6h,consumption_per_sqm_lag_12h,consumption_per_sqm_lag_167h,consumption_per_sqm_lag_168h,consumption_per_sqm_lag_169h,consumption_per_sqm_lag_1h,consumption_per_sqm_lag_23h,consumption_per_sqm_lag_24h,consumption_per_sqm_lag_25h,consumption_per_sqm_lag_2h,consumption_per_sqm_lag_335h,consumption_per_sqm_lag_336h,consumption_per_sqm_lag_337h,consumption_per_sqm_lag_3h,consumption_per_sqm_lag_47h,consumption_per_sqm_lag_48h,consumption_per_sqm_lag_49h,consumption_per_sqm_lag_4h,consumption_per_sqm_lag_5h,consumption_per_sqm_lag_6h,consumption_per_sqm_lag_71h,consumption_per_sqm_lag_72h,consumption_per_sqm_lag_73h,consumption_per_sqm_roll_max_12h,consumption_per_sqm_roll_max_168h,consumption_per_sqm_roll_max_24h,consumption_per_sqm_roll_max_3h,consumption_per_sqm_roll_max_48h,consumption_per_sqm_roll_max_6h,consumption_per_sqm_roll_mean_12h,consumption_per_sqm_roll_mean_168h,consumption_per_sqm_roll_mean_24h,consumption_per_sqm_roll_mean_3h,consumption_per_sqm_roll_mean_48h,consumption_per_sqm_roll_mean_6h,consumption_per_sqm_roll_median_12h,consumption_per_sqm_roll_median_168h,consumption_per_sqm_roll_median_24h,consumption_per_sqm_roll_median_3h,consumption_per_sqm_roll_median_48h,consumption_per_sqm_roll_median_6h,consumption_per_sqm_roll_min_12h,consumption_per_sqm_roll_min_168h,consumption_per_sqm_roll_min_24h,consumption_per_sqm_roll_min_3h,consumption_per_sqm_roll_min_48h,consumption_per_sqm_roll_min_6h,consumption_per_sqm_roll_std_12h,consumption_per_sqm_roll_std_168h,consumption_per_sqm_roll_std_24h,consumption_per_sqm_roll_std_3h,consumption_per_sqm_roll_std_48h,consumption_per_sqm_roll_std_6h,dayofweek,dayofweek_cos,dayofweek_sin,dayofyear,dayofyear_cos,dayofyear_sin,hdd,hour,hour_cos,hour_sin,hour_x_dayofweek,is_drifting,is_fog,is_freezing_precip,is_grains,is_mist,is_rain,is_shower,is_snow,is_weekend,log_building_size_m2,log_building_size_m2_x_air temperature,log_building_size_m2_x_cloud_cover,log_building_size_m2_x_hour_cos,log_building_size_m2_x_hour_sin,season_Autumn,season_Spring,season_Summer,season_Winter,visibility,visibility_lag_1h,visibility_lag_24h,visibility_lag_2h,visibility_lag_3h,visibility_roll_mean_12h,visibility_roll_mean_24h,visibility_roll_mean_3h,visibility_roll_mean_6h,visibility_roll_std_12h,visibility_roll_std_24h,visibility_roll_std_3h,visibility_roll_std_6h,weather phenomena,year
Atm pressure mm of mercury,1.0,,-0.2751365033061578,-0.35612096612583877,-0.35662658445614204,-0.31748950407811866,-0.3564776735038182,-0.3557931176400325,-0.39906107201167046,-0.42741763744607064,-0.36326631534944365,-0.3739985691536213,0.27696921613763287,0.3019572135740663,0.12959806285033415,0.2024708003935176,,0.08565953073221812,0.08348000078447891,0.08854358892396495,0.08156466896769315,0.07989343680945193,0.07963115099337344,0.08350872357427136,0.08188348346050921,0.08027835986873898,0.3171031815286417,0.33905811035992844,0.20708699615822462,0.25713053250509277,0.13222053585671956,0.08736518378565755,0.051495717814077815,-0.012457296129715167,0.24671297267661485,0.036318775424436935,-0.20842722352189122,-0.0021080061797140257,0.07448841110383225,-0.34112630396331833,-0.002446720645775044,-0.010900740415310698,0.03555827077317845,-0.433818804540261,-0.4323312045004234,-0.32558950040707396,-0.42980383789506077,-0.4265836051581295,-0.4617691505729503,-0.4568927337148111,-0.44430290160411506,-0.45381871903348786,-0.10873211648641638,-0.11585167138949551,-0.10558364945754409,-0.11374698602061846,-0.0012135322881130742,-0.0066117771488289605,-0.006056010019338963,-0.005700289079308837,0.008297176921070537,0.002978556805879084,0.004091528248491336,0.004997320191014619,0.008142737670164829,-0.010100115534784853,-0.009577523104758758,-0.009259869280158727,0.007745268580215067,0.006623295265576992,0.007601109799130738,0.00837693021304817,0.0071312090913132975,0.006334749821700827,0.0054030698229082155,0.003947016346360586,0.004781368094610468,0.005471132585114657,0.00968154639172133,0.01739411331547986,0.009671256952220986,0.009342950831511756,0.01298924460235586,0.010443567994080095,0.004914195251317309,0.001098328350758422,0.002585256048310633,0.00816182989155558,0.0037924963251074677,0.007453345530364961,0.004792972305342369,-0.0012499084125926995,0.0024311048308389817,0.008193943992495876,0.0021782451418960493,0.007523001901057155,-0.002962207268663023,-0.006740666961060896,-0.005613396476703469,0.006781975341571507,-0.005192982078594581,0.0032743243510886884,0.02246302265460125,0.02684512355048811,0.022218022487877662,0.017865058407126842,0.02710401726236629,0.022015472394559334,0.0021148196500425103,-0.008535024018721209,-0.008009914536824076,-0.007670701675061987,0.010204289991815396,0.006232809058828379,0.007190826884472193,0.007953783092283154,0.01015975678147701,-0.004309678409431125,-0.0037349841295309318,-0.003362832519868866,0.009878209151359377,0.00793606999270639,0.008811746464078353,0.009505550379840567,0.009378804347682635,0.00869737848176475,0.007875743342701486,0.005270714808567027,0.006000630943420458,0.006592570683670691,0.011956888525670575,0.015450898949223439,0.012796051987209818,0.011288542386577142,0.01468008796410734,0.012438445999275922,0.007051974183774391,0.0014872669020701028,0.00502343035548024,0.010090906688053621,0.005520862024484803,0.009427804724373575,0.00671656942237312,-0.001641107485434895,0.0038358470243038453,0.01010810223954203,0.0034429966193275444,0.009479082351713347,0.0013821603178647364,-0.001959694118628904,-0.00022277677609380283,0.008771171396084044,-0.0006662674148411851,0.005744488672846154,0.02425485074720946,0.02943067134133247,0.02590695937387951,0.018727615113764775,0.031598352076604,0.02335570112917045,0.02274005401216166,-0.002490585333854001,-0.024246263117639538,-0.18996125295025235,-0.25587743645201233,0.1595191153805036,-0.08580249957267322,0.01071416441716142,-0.0026310168700045674,-0.012667794978746115,0.02728444037116786,,,,,,,,,0.01623453448726917,-0.005286307320080379,0.08685940772205142,-0.43344719524461467,-0.0026824936041137054,-0.01248637440781236,-0.12419627706045597,0.1558124773136425,0.04805321747815821,-0.07881116688448317,0.19412776874342136,0.1977332346818971,0.1596625208291789,0.1997909906234142,0.20051927555188512,0.2517957605040304,0.26898047820073434,0.2151457796342034,0.23245275139310337,-0.34434046453360123,-0.35671393815035357,-0.27321459304153156,-0.3158751009714077,,
Mean wind direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean wind speed,-0.2751365033061578,,1.0,-0.14882797782232576,-0.12479341853659828,-0.048162710969787484,-0.08818817934803257,-0.047521952654394045,0.09943901799116657,0.09900847950994036,-0.08845939668306052,-0.023833705265944156,-0.08427516733299084,-0.1022969411917467,-0.044460221752981796,-0.06544811830624772,,0.06497095775785229,0.06078938416164298,0.025627585374974646,0.04885816035485175,0.03342203712254321,-0.026176286045482194,-0.025750091631991462,0.047798325220294445,0.022079634983863825,-0.119986976007848,-0.12809175079649154,-0.13549370421326726,-0.13110187795902878,0.0077430414817722705,0.1081610582227684,0.06366853771984468,0.07136852295626639,0.042866076478999524,-0.03983271644522864,0.16265850961314152,-0.008691161415083725,0.052650581321879525,0.099314614531613,-0.18787268330976745,-0.13186967725799428,0.04734088782084131,0.13553528756648991,0.1355061590117093,0.06090705533945702,0.1315490134630877,0.12700623432669317,0.11898262607378153,0.09415897106678467,0.13588282953314548,0.13352785653194835,0.0730516754753946,0.11088978485252698,0.032980010931827335,0.04907396922476998,-0.0666679732140304,0.05211177868558383,0.059777733247644106,0.0626556495144838,0.05801712581211076,0.059075119333851456,0.06572282609530226,0.06773954197883926,0.05620039033009694,0.05704310424694205,0.06442144435878187,0.06692291928686041,0.04972071726093081,0.06141818269205017,0.06897052302672711,0.07170138014714478,0.03921698418510474,0.025585777231248375,0.009844219798117242,0.05650681201349915,0.06446253949883639,0.06754937027951496,-0.000628167222378555,-0.004788672435443263,0.010031642743515092,0.052771077263929315,0.010339292136809763,0.03448054559039108,-0.0008059047492845642,-0.004411454461291353,-0.002214661075719569,0.054851145898313816,-0.0013407127489693017,0.04033938959760552,0.0017731926914264255,-0.005041635399926585,-0.0055026986961337855,0.055993032120416376,-0.0029417728592616515,0.04376146803523175,-0.009872027227959221,-0.0058579240694937905,-0.006629730118564722,0.05554282786547832,-0.0068180782230633985,0.03660724601208126,0.016182080130092518,0.0008232193592465165,0.01966752218214676,0.010954350686764227,0.01812140173370213,0.014327336367039846,-0.026385007733573947,0.08088959785106,0.0864280315514647,0.08774299937061646,0.08183694060873695,0.08669733419882812,0.09139788396944139,0.0920548858824087,0.0792925801338304,0.07780684579244941,0.08324250487476997,0.08430544306549576,0.07291044356596904,0.08986817109078622,0.09527653936713104,0.0964461802555754,0.0632489104669842,0.051088388519351685,0.0372881752067476,0.08558299726818544,0.09137655066379749,0.09293782352625489,0.028690288367080152,0.03163873345168546,0.044363968277504426,0.07755066707819995,0.04628266246304591,0.06112768020599562,0.030167205992728614,0.031509950756560066,0.032674310583926225,0.07827568388301744,0.033859744434697615,0.06509340518532324,0.031443354693215055,0.032927042100607054,0.029488985063236998,0.0791411231416331,0.03219331720967941,0.06766895762405291,0.026551913445855915,0.029980066764615024,0.030167092795394836,0.07768188077413354,0.030381436969845133,0.06084717780986905,0.01907931418072457,0.014151027830730847,0.03327993537545806,0.01798249491198946,0.03379649252197405,0.01785577630143787,0.017923403746549615,-0.024950571388080083,0.009854423132176639,-0.1333592443889277,0.07092177956381561,0.06989322883404878,-0.06205270132384946,0.11884391084363453,-0.21047314489608746,-0.14759613158961388,0.07496499413576511,,,,,,,,,0.02496945531983007,-0.021795073776094003,0.06388374607706164,0.13141245954158012,-0.21075695269641287,-0.14785487687101764,-0.016724297005698677,0.021398994418824275,-0.07207692981805529,0.06628182198359639,-0.00877187564093117,-0.01533407908679329,0.0035715736453074,-0.025025100374469998,-0.035138656992199334,-0.05919126921168583,-0.05115907885951692,-0.027149688958299917,-0.0409817297624084,0.08380018979374751,0.060084269092987926,0.040895319905932856,0.05990662163803867,,
Relative humidity (%),-0.35612096612583877,,-0.14882797782232576,1.0,0.9620093253683334,0.7050874731610064,0.9067027826041961,0.8417373655011153,0.7077967154536504,0.7307163477109924,0.9209775156728517,0.8432130028698545,-0.5129720194179476,-0.5577309271759282,-0.2520219017562153,-0.37787560568223416,,-0.42227311694471403,-0.414490061137481,-0.3753729161590583,-0.39760079449351216,-0.37493432596483073,-0.29540554891136717,-0.29851681342069675,-0.3967067201774809,-0.360708772271939,-0.5077232437899608,-0.5095246115017057,-0.2978960361445736,-0.3935950971042406,-0.4272606553225192,-0.4709864392450307,-0.19435111210379277,0.08685121827230093,-0.4957250788746153,-0.2470017515078992,-0.11188240372598597,-0.0180879298013803,-0.35309372245931064,0.42377500431037174,0.21334855579489756,0.2293266537817714,-0.387924741489601,0.5544257633035916,0.5477704247452132,0.39730816298001426,0.5363776211459812,0.5243808250993811,0.5723703975502247,0.5774934698441492,0.5545253618749412,0.5585610449483726,0.26580807853447175,0.32145282149424526,0.1670052038098431,0.21219203279662385,0.07558508355380913,-0.0662604753097128,-0.08059651515773458,-0.089005668577032,-0.103810513116635,-0.07377944324720136,-0.08817298638053274,-0.09683686757834971,-0.1054205297195756,-0.06571488887083901,-0.0796154882891966,-0.08748873480057859,-0.10029851261034649,-0.07583709185116887,-0.09078908343147345,-0.09983961140803498,-0.08889980685249191,-0.07220993433632218,-0.05145429596414882,-0.08166636470218026,-0.09722277516751884,-0.10691830596614812,-0.027548420200567338,-0.026488065864103547,-0.026001121147174962,-0.1026510701016018,-0.026456199661265372,-0.0831296542711023,-0.031159356666304965,-0.008683405516776663,-0.008928279168871962,-0.10365597522629034,-0.007932256883514873,-0.08854509223425373,-0.039114684867356246,-0.005547460150438505,-0.004981649667039723,-0.10520921205940617,-0.0035252240599523807,-0.09387542795526173,-0.007471746049809384,0.0011142317729720375,0.000444680999428538,-0.10240283500037212,0.000966641139525251,-0.0773134131419607,-0.049106809195866255,-0.036664426419038096,-0.04125956894689776,-0.05100743382824774,-0.039249306616105546,-0.05891032562388788,0.13921137341085252,0.004872700190743416,-0.006754524988455969,-0.01302162515966855,-0.01781675243601257,0.00359323600810373,-0.00775268364319638,-0.014042005038778315,-0.018109943197398684,-0.001975602434759684,-0.013421123318602972,-0.019333550522610286,-0.012696400822266267,0.00072164795035505,-0.011262811986572764,-0.0180068096089323,-0.0019878554374614305,0.01314549660932112,0.031582254537481314,-0.005499501755381155,-0.01802911141568878,-0.025329021283357362,0.05126465841646827,0.049306752788640947,0.047036471037856624,-0.018085532998306227,0.04733521943720824,-0.0009683953092712823,0.051267707752056385,0.0693852205749434,0.06874333471657182,-0.016248291223575375,0.06967135137156043,-0.0009688693409185306,0.04207551004922778,0.07513888961952116,0.07277847168227512,-0.01786955949335197,0.0740748960123124,-0.006450600176637512,0.07160431083958044,0.07622735532397217,0.07694513028434763,-0.012592075620138756,0.07725011259652512,0.013198950291976848,-0.025541148568869344,-0.018528272867521896,-0.027842022947942836,-0.03960525740366438,-0.025006779919263433,-0.04192637986674003,-0.0106636474648465,-0.013261184552360755,0.040938395002899884,0.15092347682632878,0.48484892460882295,-0.2911365586657157,0.39138451276554376,-0.2119678793545006,0.23879248452139143,0.2566396995556175,-0.14057965536827557,,,,,,,,,-0.018697466648483697,-0.04535961831208395,-0.42086333025792094,0.5472252996232152,0.23921082631593168,0.25710525173342075,0.1914103764143244,-0.36970544466027894,-0.18556473669122903,0.3586842674585558,-0.3693107249071412,-0.36659039132531673,-0.2374646281859175,-0.3519061180583905,-0.33562192164541566,-0.3830507452377062,-0.3994895135347071,-0.37928094831966525,-0.3837458939310228,0.42323655127862964,0.468765814949551,0.36226931268301277,0.40339474777758005,,
Relative humidity (%)_lag_1h,-0.35662658445614204,,-0.12479341853659828,0.9620093253683334,1.0,0.6992051702467852,0.9620076814600863,0.9067002156642042,0.7681038794165884,0.7462256240565085,0.9747487095277183,0.9094291725557695,-0.5152188612748858,-0.5680474901380301,-0.23971099728803644,-0.3712494034457253,,-0.4108307904961451,-0.4222091274403256,-0.3700997160455662,-0.4144241423575261,-0.39753263732286814,-0.3149087576657286,-0.3004891631724035,-0.4124589837528002,-0.382629922206822,-0.5038996022521008,-0.5162704720782587,-0.2688604484125024,-0.3753368153683686,-0.413664046103636,-0.4862246597372437,-0.18931636367709498,0.09152055434699184,-0.4870836578709991,-0.24290341109660907,-0.10648052464809026,-0.01809808109582329,-0.3435826174604526,0.4232864510794934,0.1465622567247646,0.27678775626187035,-0.3745363354267269,0.5537661207664001,0.554401620889118,0.40698246564702123,0.5477458245038858,0.5363522418539481,0.577857512594427,0.5852678882363539,0.5648583327003756,0.5678803511283461,0.26490580972400696,0.3243171380907939,0.1626494325274518,0.20939682746389965,0.06163293801975277,-0.04717516718035562,-0.06623443329638122,-0.08057251524432359,-0.09551590993368816,-0.05484731565361729,-0.07375978913071038,-0.08815591463242438,-0.10379286994340177,-0.04693169302685841,-0.06569586700319945,-0.07959915321158277,-0.10540193337512559,-0.05624392724076723,-0.0758126974839402,-0.09076692665172861,-0.10027891154920339,-0.08888015172566899,-0.07219023622230164,-0.06148579560597521,-0.0816426979928873,-0.09720352072680558,-0.03515967626306283,-0.02657516558348155,-0.024383513008769047,-0.10034719982635236,-0.025394278587047726,-0.08826837609420171,-0.04610739735210714,-0.008777515502938777,-0.009253949143553122,-0.10204506599123113,-0.008032529501170962,-0.09599472115981332,-0.058551208467425404,-0.005656584121591973,-0.006042064388124072,-0.10359056315167854,-0.004060291505482115,-0.10199818790581368,-0.01580874303947739,0.001112973275294083,0.00043569838417566235,-0.10156770992047573,0.0009533795285378662,-0.08552717858430461,-0.052773912321253245,-0.03682692209340262,-0.03993233775613691,-0.04207867981408237,-0.03876685951480945,-0.054019845032685886,0.12826126390519518,0.020920787247974887,0.004925689113525507,-0.006705666653381441,-0.011793884144084167,0.019096005871471502,0.003640259467794006,-0.007710285934469946,-0.017774617019936247,0.01407723151894792,-0.0019302221757674203,-0.013380613916138156,-0.018067422630520767,0.016963070680013913,0.0007745058675321065,-0.011213977296103874,-0.012652144817157998,-0.0019420779712277549,0.013194128892483444,0.011290583794763229,-0.00544818748957729,-0.01798429688732883,0.04345129781480206,0.04931643434823927,0.048635654631014776,-0.017340833134242156,0.04841871515496052,-0.00697713128752544,0.03828891453497866,0.06940862282327699,0.06861331068590104,-0.01591607156199869,0.06970901299887328,-0.00824385267856738,0.025227652862539977,0.07516692121706064,0.07206484907993455,-0.0175265469020363,0.07376748690840693,-0.014319812352492365,0.06564986136606857,0.07632078949035193,0.07703893129950293,-0.01270076370660317,0.07733846834604884,0.00625217605001217,-0.03087049557270302,-0.018689317497894344,-0.026314801889351966,-0.03388011481156908,-0.02439885722951818,-0.04006437764704409,-0.009727458590144022,-0.01583893761164055,0.04006339116528251,0.1508947152349866,0.4849608174772008,-0.2909154961982199,0.3812064353837358,-0.24758979962513503,0.16405708851922607,0.3097620096075986,-0.16065858715984077,,,,,,,,,-0.01887800404457875,-0.0453892687956182,-0.4094882108243624,0.5465768113700042,0.16433719515082695,0.310320203337655,0.19157323467513862,-0.3694633812182832,-0.18610753370088698,0.35887690139384165,-0.353223128974468,-0.3692427728394407,-0.24176327986821847,-0.366558493255319,-0.35195617411251623,-0.39685387428733016,-0.4077392230869622,-0.39138267855516407,-0.3983366069601265,0.4391276981593849,0.47854856035372484,0.3761705125452989,0.42227339985635853,,
Relative humidity (%)_lag_24h,-0.31748950407811866,,-0.048162710969787484,0.7050874731610064,0.6992051702467852,1.0,0.6786218654229447,0.6462106354851509,0.5822602277926059,0.7460277677882625,0.6877292356608545,0.6513968765842577,-0.432988665086943,-0.5621461317771308,-0.226899330109448,-0.3257405125374327,,-0.4010932445580066,-0.3971669000355479,-0.42151099005028375,-0.38583092358405446,-0.3684475811492557,-0.2960713654923242,-0.30771442724694364,-0.3848077713808495,-0.3556778328598295,-0.463215352016574,-0.5137571786061865,-0.2895502853768511,-0.35832498407176155,-0.39510841670228913,-0.4534536151092066,-0.1816657459340014,0.10093541746586362,-0.4822582258798514,-0.24403434335435764,-0.09277562101002002,-0.01815201092621717,-0.33572092414319893,0.3108790448478958,0.21329757523676174,0.2293709361161918,-0.32479564001433975,0.41213442743548434,0.4102757201741469,0.5540858873783767,0.4086994471782718,0.4099894798026594,0.5020262345762202,0.5922301012096236,0.42366376361769614,0.4452445409353286,0.14151294791976846,0.2028215477957602,0.08423615765891061,0.10852289049257671,0.0741239334832622,-0.06631759132253291,-0.08031233329799205,-0.0883973854366719,-0.10518981665595294,-0.08087978149323764,-0.09516482377508352,-0.10345184074210678,-0.10710339469766479,-0.06383646887104956,-0.07766154387786309,-0.08547182902319081,-0.10221622308951299,-0.07337706805564909,-0.08778392106688918,-0.09645536393705291,-0.09094744359011404,-0.07423772783300248,-0.05338326126544392,-0.07551376582667406,-0.0904778599963572,-0.09953750614751258,-0.028030737436703444,-0.027813742116693303,-0.029353951312029555,-0.10427961148089324,-0.028143174919751376,-0.08467544337091402,-0.03272116952011228,-0.01003333591891031,-0.01188026545832426,-0.10529391567943458,-0.010237613904610537,-0.09032390513584676,-0.04075228834646263,-0.007349673885783756,-0.008782493367710437,-0.10686395478434248,-0.005502100522937384,-0.09574859531328282,-0.009798594584231402,0.00042745162407115535,-0.0020933682156429574,-0.10402145884474533,-0.0007645885447678421,-0.07904321818828194,-0.04757264759536926,-0.038481671871529344,-0.04382430788832727,-0.051871533851318374,-0.042637639952434414,-0.059536969588876935,0.13866602803670963,0.005802021175729758,-0.005545475942069984,-0.011544065707025854,-0.019783778379542347,-0.00030109216010263556,-0.011439647906276778,-0.01745387837911204,-0.020240370858387428,0.0007448881141528528,-0.010739952969457418,-0.016617747892318235,-0.014880347210462504,0.00408344009424109,-0.007319712171988577,-0.013641015254715875,-0.004123580166574129,0.01115603323695806,0.02980938432238439,0.0011393308062513877,-0.01090452358275873,-0.01768636286569442,0.050686126652553315,0.04893592768846972,0.044757933994455934,-0.020173096749744258,0.04670587009586068,-0.002845224700958367,0.04976007833077807,0.06906330124293883,0.06671921028052755,-0.01836510235985809,0.06854398559295824,-0.0030497522020711686,0.0404360940983536,0.07464071570249083,0.06983242179890002,-0.020004710757537465,0.07307370555326004,-0.008615696398383766,0.06978525930766658,0.07647775559457262,0.07537220774458983,-0.014706421985053333,0.07657092209395458,0.011183605392649178,-0.023503726818734562,-0.020030755392595172,-0.028905717542394644,-0.039883330073123134,-0.027179872418434076,-0.04209990269066256,0.0017956807184097698,-0.04241068749637005,0.015372892555625075,0.14901245767970916,0.4892988139363769,-0.2828758380265666,0.37822044990426135,-0.21216818701880139,0.23879970447201646,0.2566738528842512,-0.13374367114397656,,,,,,,,,-0.0236803477620983,-0.045621964654056706,-0.3999577130825881,0.40455987850988934,0.23918294751154176,0.2571385679354033,0.19368361911678322,-0.36366056172678657,-0.19648593512920282,0.36262870572493144,-0.24200185872821717,-0.2422056988958603,-0.36988735107861836,-0.23953220419147217,-0.23740776505676758,-0.31305309231314643,-0.4098941447561546,-0.25877724893551646,-0.2774199217387397,0.3193758836896665,0.45750896635140176,0.2240106751254931,0.2629880617678394,,
