time_iso,ICT,"U06, U06A, U05B",OBS,"U05, U04, U04B, GEO",TEG,LIB,MEK,SOC,S01,D04
2023-11-13T00:00:00,131.53333333333333,104.66666666666669,5.064333333333333,95.73333333333335,3.3333333333333335,32.49999999999998,19.56666666666666,74.26666666666667,5.099999999999971,12.866666666666653
2023-11-13T01:00:00,127.93333333333334,105.03333333333336,4.994666666666666,95.53333333333335,3.0,32.63333333333332,18.39999999999999,73.43333333333334,5.9666666666666375,10.766666666666652
2023-11-13T02:00:00,126.39999999999999,105.4666666666667,4.977999999999999,94.90000000000002,3.3333333333333335,32.23333333333332,16.43333333333332,73.36666666666667,5.099999999999972,9.799999999999985
2023-11-13T03:00:00,125.5,105.00000000000001,5.013333333333333,97.93333333333335,3.3333333333333335,34.899999999999984,15.966666666666654,74.23333333333333,4.233333333333305,9.433333333333321
2023-11-13T04:00:00,129.0,106.50000000000001,5.0169999999999995,103.43333333333335,3.6666666666666665,44.23333333333332,16.099999999999987,83.13333333333333,3.299999999999972,9.466666666666653
2023-11-13T05:00:00,139.53333333333333,110.13333333333337,4.980999999999999,113.13333333333337,3.6666666666666665,55.566666666666656,16.666666666666654,95.86666666666667,3.4666666666666384,9.83333333333332
2023-11-13T06:00:00,160.63333333333333,118.20000000000003,5.004666666666666,121.2,3.6666666666666665,73.49999999999999,18.766666666666655,118.5,5.1666666666666385,11.666666666666652
2023-11-13T07:00:00,183.16666666666666,129.80000000000004,4.973666666666666,133.9,3.6666666666666665,101.7333333333333,21.69999999999999,138.76666666666668,9.199999999999973,13.899999999999986
2023-11-13T08:00:00,201.4333333333333,148.43333333333337,5.047999999999999,149.80000000000004,3.6666666666666665,129.99999999999997,25.03333333333332,166.6,14.366666666666637,16.26666666666665
2023-11-13T09:00:00,217.69999999999996,170.5666666666667,4.999666666666666,169.66666666666666,4.0,151.39999999999998,28.03333333333332,186.13333333333333,23.199999999999974,17.499999999999986
2023-11-13T10:00:00,229.4333333333333,191.73333333333335,5.038999999999999,185.26666666666668,4.0,157.66666666666663,30.566666666666652,200.76666666666665,26.833333333333304,18.333333333333318
2023-11-13T11:00:00,240.1,205.60000000000002,5.012999999999999,194.36666666666667,4.0,161.9333333333333,32.29999999999999,206.29999999999998,30.19999999999997,18.066666666666652
2023-11-13T12:00:00,240.93333333333337,209.83333333333337,5.021999999999999,197.63333333333333,4.0,163.29999999999998,32.23333333333333,210.03333333333333,26.566666666666638,18.833333333333318
2023-11-13T13:00:00,246.33333333333334,209.9,5.0249999999999995,199.33333333333337,4.0,163.3333333333333,32.39999999999999,211.10000000000002,25.733333333333306,18.999999999999986
2023-11-13T14:00:00,246.76666666666665,208.73333333333335,5.017333333333332,197.80000000000004,4.0,162.16666666666666,32.59999999999999,204.36666666666667,27.866666666666642,20.899999999999988
2023-11-13T15:00:00,246.46666666666667,208.80000000000004,5.1116666666666655,191.53333333333333,3.6666666666666665,154.96666666666664,33.46666666666666,194.26666666666665,32.59999999999997,20.299999999999986
2023-11-13T16:00:00,235.79999999999998,198.9666666666667,5.182333333333332,175.80000000000004,3.6666666666666665,142.1333333333333,33.133333333333326,183.5333333333333,40.09999999999997,21.93333333333332
2023-11-13T17:00:00,225.16666666666666,180.5666666666667,5.398666666666666,153.86666666666667,3.6666666666666665,126.66666666666663,31.933333333333323,171.96666666666667,42.299999999999976,23.566666666666652
2023-11-13T18:00:00,211.16666666666666,159.5,5.404333333333333,133.8666666666667,4.0,115.59999999999998,28.03333333333332,156.2,42.96666666666664,25.46666666666665
2023-11-13T19:00:00,193.83333333333334,142.66666666666666,5.5313333333333325,119.86666666666669,4.0,105.83333333333333,24.133333333333326,136.73333333333332,40.46666666666664,25.799999999999986
2023-11-13T20:00:00,183.33333333333334,133.20000000000002,5.434333333333332,113.36666666666667,4.0,91.43333333333332,21.866666666666656,117.60000000000001,35.03333333333331,24.666666666666654
2023-11-13T21:00:00,167.23333333333335,124.50000000000001,5.519333333333333,108.2666666666667,4.0,77.86666666666666,19.56666666666666,101.46666666666665,22.73333333333331,23.599999999999984
2023-11-13T22:00:00,157.4,119.06666666666668,5.460333333333334,103.63333333333334,3.6666666666666665,67.56666666666665,18.299999999999994,91.7,10.999999999999973,20.166666666666654
2023-11-13T23:00:00,142.5,113.63333333333334,5.337999999999998,100.4666666666667,3.6666666666666665,57.93333333333331,16.266666666666655,87.10000000000001,4.1999999999999735,16.533333333333317
2023-11-14T00:00:00,136.5,111.00000000000001,5.262999999999999,98.2,3.3333333333333335,48.66666666666665,16.59999999999999,84.2,5.066666666666641,13.566666666666654
2023-11-14T01:00:00,133.13333333333333,109.7666666666667,5.087333333333333,97.90000000000002,3.3333333333333335,40.13333333333332,16.433333333333323,80.33333333333333,5.899999999999974,12.633333333333319
2023-11-14T02:00:00,131.1,108.50000000000001,5.169999999999999,97.46666666666668,3.3333333333333335,39.63333333333332,16.333333333333325,77.03333333333333,5.099999999999974,11.899999999999986
2023-11-14T03:00:00,132.16666666666666,107.60000000000002,5.104333333333333,99.40000000000002,3.3333333333333335,40.09999999999998,16.433333333333323,76.36666666666666,4.266666666666641,11.299999999999985
2023-11-14T04:00:00,134.33333333333334,109.00000000000001,5.136333333333333,102.10000000000002,3.6666666666666665,41.03333333333331,16.699999999999992,78.8,3.3333333333333073,10.766666666666652
2023-11-14T05:00:00,143.6,112.4666666666667,5.067666666666665,109.60000000000002,3.6666666666666665,48.899999999999984,17.06666666666666,87.46666666666665,3.733333333333307,10.866666666666653
2023-11-14T06:00:00,164.0,120.93333333333335,5.1129999999999995,117.43333333333335,4.0,68.83333333333331,18.433333333333326,112.96666666666665,5.399999999999975,12.799999999999988
2023-11-14T07:00:00,187.76666666666665,133.6666666666667,5.13,132.63333333333335,4.0,103.16666666666663,23.39999999999999,145.5,10.699999999999974,14.699999999999989
2023-11-14T08:00:00,211.23333333333335,158.13333333333335,5.192333333333333,152.16666666666666,3.6666666666666665,131.9333333333333,29.799999999999994,183.03333333333333,19.099999999999977,16.566666666666652
2023-11-14T09:00:00,224.33333333333334,185.0,5.145999999999999,176.53333333333333,3.6666666666666665,149.1,35.566666666666656,202.13333333333333,25.96666666666664,17.099999999999987
2023-11-14T10:00:00,234.1,210.5,5.159666666666666,196.0,3.6666666666666665,153.49999999999997,36.99999999999999,210.70000000000002,26.76666666666664,18.866666666666653
2023-11-14T11:00:00,236.16666666666666,222.86666666666667,5.161666666666666,206.10000000000002,4.0,156.89999999999998,36.79999999999999,211.83333333333334,25.899999999999974,20.199999999999985
2023-11-14T12:00:00,240.86666666666667,227.03333333333333,5.224666666666667,212.03333333333333,4.333333333333333,159.1,36.133333333333326,212.93333333333337,24.299999999999972,20.699999999999985
2023-11-14T13:00:00,244.20000000000002,232.10000000000002,5.174666666666666,213.93333333333337,4.333333333333333,158.5333333333333,35.73333333333333,215.5,25.899999999999974,20.46666666666665
2023-11-14T14:00:00,247.06666666666663,231.20000000000005,5.189333333333333,214.30000000000004,4.666666666666667,158.5333333333333,36.29999999999999,208.5666666666667,29.66666666666664,20.86666666666665
2023-11-14T15:00:00,239.56666666666663,224.6666666666667,5.255999999999999,204.30000000000004,5.0,153.6333333333333,36.533333333333324,201.06666666666663,36.93333333333331,20.199999999999985
2023-11-14T16:00:00,230.6,201.70000000000002,5.3933333333333335,188.13333333333335,5.0,141.66666666666663,35.39999999999999,190.36666666666665,43.9333333333333,20.533333333333317
2023-11-14T17:00:00,220.0,181.20000000000005,5.577666666666666,164.0666666666667,5.0,125.13333333333328,33.49999999999999,181.36666666666665,45.799999999999976,21.699999999999985
2023-11-14T18:00:00,210.86666666666667,162.4666666666667,5.646666666666666,143.66666666666669,4.666666666666667,108.79999999999997,28.99999999999999,167.29999999999998,44.2333333333333,23.43333333333332
2023-11-14T19:00:00,194.29999999999998,149.3666666666667,5.739666666666666,127.60000000000002,4.666666666666667,97.86666666666663,25.03333333333332,148.43333333333334,40.06666666666664,25.46666666666665
2023-11-14T20:00:00,178.4,137.00000000000003,5.713333333333332,117.23333333333335,4.333333333333333,83.36666666666663,19.699999999999992,124.93333333333334,35.53333333333331,24.833333333333318
2023-11-14T21:00:00,157.56666666666663,127.30000000000003,5.734333333333332,109.10000000000002,4.0,73.3333333333333,18.36666666666666,105.93333333333334,23.066666666666638,23.999999999999986
2023-11-14T22:00:00,147.39999999999998,120.86666666666667,5.705333333333333,103.30000000000003,4.0,64.89999999999998,19.466666666666658,93.13333333333333,12.599999999999973,19.833333333333318
2023-11-14T23:00:00,136.39999999999998,116.50000000000001,5.5603333333333325,100.53333333333336,3.6666666666666665,55.766666666666644,19.699999999999992,88.80000000000001,4.66666666666664,15.966666666666653
2023-11-15T00:00:00,133.4333333333333,113.30000000000001,5.395333333333332,99.30000000000003,3.6666666666666665,46.99999999999997,18.433333333333326,86.69999999999999,5.333333333333307,12.899999999999986
2023-11-15T01:00:00,129.36666666666665,111.93333333333335,5.3119999999999985,98.56666666666668,3.6666666666666665,39.299999999999976,15.799999999999992,85.93333333333334,6.266666666666641,11.266666666666652
2023-11-15T02:00:00,131.5666666666667,111.03333333333336,5.289666666666666,98.36666666666667,3.6666666666666665,39.166666666666636,15.29999999999999,85.66666666666667,5.433333333333308,10.699999999999987
2023-11-15T03:00:00,139.56666666666663,110.80000000000001,5.3373333333333335,100.86666666666667,3.6666666666666665,39.69999999999997,15.233333333333325,84.39999999999999,4.566666666666641,10.299999999999985
2023-11-15T04:00:00,141.83333333333334,112.03333333333336,5.333999999999999,103.2,3.6666666666666665,40.266666666666644,15.533333333333324,84.46666666666665,3.766666666666641,10.199999999999987
2023-11-15T05:00:00,148.5,114.16666666666669,5.387,110.93333333333335,4.0,47.566666666666634,16.06666666666666,91.5,3.9333333333333074,10.266666666666653
2023-11-15T06:00:00,162.0,121.43333333333335,5.425999999999999,118.36666666666669,4.333333333333333,66.46666666666663,19.233333333333324,116.16666666666667,6.366666666666641,12.06666666666665
2023-11-15T07:00:00,193.86666666666667,134.0,5.403999999999999,135.10000000000002,4.333333333333333,100.93333333333328,24.69999999999999,147.79999999999998,11.666666666666641,14.23333333333332
2023-11-15T08:00:00,225.06666666666663,155.4,5.374666666666666,156.93333333333337,4.333333333333333,132.1333333333333,32.19999999999999,179.23333333333335,17.76666666666664,17.099999999999984
2023-11-15T09:00:00,241.33333333333334,180.30000000000004,5.3726666666666665,184.16666666666666,4.333333333333333,153.39999999999995,37.79999999999999,197.66666666666666,25.199999999999974,17.866666666666653
2023-11-15T10:00:00,245.23333333333335,199.5,5.398333333333333,204.0,4.333333333333333,159.59999999999997,40.76666666666666,211.23333333333335,25.133333333333308,18.566666666666652
2023-11-15T11:00:00,245.1,206.66666666666666,5.473999999999999,214.13333333333335,4.333333333333333,163.26666666666662,42.23333333333333,218.03333333333333,26.333333333333304,17.73333333333332
2023-11-15T12:00:00,247.73333333333335,205.0,5.399666666666666,214.86666666666667,4.0,164.93333333333328,42.76666666666665,224.16666666666666,24.233333333333306,18.499999999999986
2023-11-15T13:00:00,252.16666666666666,205.03333333333333,5.458666666666666,212.76666666666668,4.0,164.43333333333328,43.633333333333326,221.9,28.399999999999974,19.333333333333318
2023-11-15T14:00:00,252.73333333333335,208.43333333333337,5.410333333333333,210.23333333333335,4.333333333333333,163.49999999999997,42.49999999999999,213.86666666666665,32.666666666666636,20.666666666666654
2023-11-15T15:00:00,255.16666666666666,208.63333333333335,5.527,202.80000000000004,4.333333333333333,158.16666666666663,40.566666666666656,199.5666666666667,39.699999999999974,20.833333333333318
2023-11-15T16:00:00,247.70000000000002,197.9666666666667,5.614999999999999,188.9666666666667,4.333333333333333,145.79999999999998,36.36666666666665,188.5666666666667,42.266666666666644,20.96666666666665
2023-11-15T17:00:00,234.03333333333333,185.3666666666667,5.809666666666665,165.43333333333334,4.333333333333333,128.5333333333333,31.69999999999999,176.86666666666667,43.56666666666664,22.099999999999984
2023-11-15T18:00:00,213.86666666666667,170.4,5.937333333333332,143.66666666666666,4.333333333333333,110.16666666666664,26.433333333333323,162.6,42.49999999999997,24.333333333333318
2023-11-15T19:00:00,192.4666666666667,154.9666666666667,5.951,125.33333333333336,4.666666666666667,98.16666666666663,22.433333333333323,142.6,40.96666666666665,25.166666666666654
2023-11-15T20:00:00,175.43333333333337,139.4666666666667,5.936333333333333,114.93333333333335,4.333333333333333,83.5333333333333,20.633333333333322,121.80000000000001,36.299999999999976,25.133333333333315
2023-11-15T21:00:00,159.10000000000002,127.93333333333335,5.875666666666667,108.70000000000003,4.666666666666667,73.76666666666664,20.966666666666658,103.66666666666667,22.599999999999977,24.299999999999986
2023-11-15T22:00:00,148.73333333333335,121.10000000000002,5.900666666666666,104.56666666666668,4.333333333333333,65.0333333333333,20.533333333333324,92.26666666666667,12.166666666666641,22.133333333333322
2023-11-15T23:00:00,138.8,115.10000000000002,5.8183333333333325,102.2666666666667,4.333333333333333,55.93333333333331,19.333333333333325,86.93333333333332,4.433333333333308,19.13333333333332
2023-11-16T00:00:00,133.76666666666668,109.10000000000002,5.694,100.30000000000001,3.6666666666666665,47.09999999999997,17.199999999999992,85.39999999999999,5.299999999999975,14.999999999999988
2023-11-16T01:00:00,130.80000000000004,106.7,5.623999999999999,100.03333333333335,3.6666666666666665,38.99999999999997,16.466666666666658,82.69999999999999,6.099999999999974,13.366666666666653
2023-11-16T02:00:00,130.73333333333335,104.80000000000001,5.574999999999999,98.83333333333336,3.3333333333333335,38.799999999999976,15.999999999999991,80.06666666666668,5.299999999999974,12.06666666666665
2023-11-16T03:00:00,130.26666666666668,104.63333333333334,5.692666666666667,100.66666666666669,3.6666666666666665,39.23333333333331,15.933333333333323,77.16666666666667,4.46666666666664,11.966666666666653
2023-11-16T04:00:00,133.10000000000002,106.86666666666667,5.667999999999999,102.9666666666667,4.0,40.33333333333331,16.199999999999992,78.93333333333334,3.5666666666666402,11.533333333333317
2023-11-16T05:00:00,140.63333333333335,109.2666666666667,5.712666666666666,111.03333333333336,4.333333333333333,48.5333333333333,16.533333333333324,88.06666666666666,3.699999999999974,12.73333333333332
2023-11-16T06:00:00,161.46666666666667,116.93333333333335,5.688,117.60000000000002,4.333333333333333,67.86666666666663,18.09999999999999,113.56666666666666,5.46666666666664,14.933333333333321
2023-11-16T07:00:00,186.20000000000002,129.16666666666666,5.702333333333333,134.9,4.0,103.89999999999998,22.166666666666657,144.26666666666665,9.56666666666664,17.666666666666654
2023-11-16T08:00:00,213.73333333333335,150.0666666666667,5.739999999999999,155.23333333333335,4.0,133.96666666666664,27.666666666666657,175.4333333333333,14.433333333333309,19.333333333333318
2023-11-16T09:00:00,238.70000000000005,178.73333333333335,5.714333333333333,176.53333333333333,4.0,150.86666666666665,31.866666666666656,194.46666666666667,22.533333333333307,19.599999999999984
2023-11-16T10:00:00,249.1666666666667,207.10000000000002,5.7683333333333335,187.60000000000002,4.0,152.66666666666663,33.49999999999999,205.1,26.333333333333304,19.36666666666665
2023-11-16T11:00:00,251.13333333333335,223.70000000000005,5.763666666666666,191.13333333333335,4.0,154.96666666666664,33.76666666666665,210.6,30.233333333333306,19.566666666666652
2023-11-16T12:00:00,243.50000000000003,221.9,5.8103333333333325,194.73333333333335,4.0,158.73333333333332,34.566666666666656,214.70000000000002,26.133333333333308,20.06666666666665
2023-11-16T13:00:00,243.20000000000005,214.50000000000003,5.721999999999999,196.3666666666667,4.333333333333333,159.66666666666663,34.66666666666666,213.5,25.99999999999997,21.166666666666654
2023-11-16T14:00:00,242.23333333333335,207.83333333333337,5.8069999999999995,194.9666666666667,4.666666666666667,159.49999999999997,33.16666666666666,207.80000000000004,28.26666666666664,21.066666666666652
2023-11-16T15:00:00,236.4333333333334,207.60000000000002,5.8933333333333335,187.63333333333335,4.666666666666667,154.89999999999998,31.166666666666657,195.9,33.19999999999997,20.13333333333332
2023-11-16T16:00:00,229.56666666666672,198.73333333333335,6.425,174.63333333333335,4.666666666666667,144.6333333333333,29.433333333333323,186.26666666666665,39.89999999999997,20.133333333333322
2023-11-16T17:00:00,221.0333333333334,186.76666666666665,6.7973333333333334,154.70000000000002,4.333333333333333,128.96666666666667,28.933333333333326,174.33333333333334,41.0333333333333,21.23333333333332
2023-11-16T18:00:00,210.10000000000005,171.00000000000003,7.140333333333333,135.10000000000002,4.666666666666667,113.56666666666665,26.899999999999988,160.13333333333333,41.799999999999976,23.43333333333332
2023-11-16T19:00:00,195.10000000000002,158.03333333333336,7.194999999999999,119.33333333333336,4.333333333333333,102.69999999999999,24.233333333333324,143.26666666666668,37.83333333333331,25.166666666666647
2023-11-16T20:00:00,178.23333333333338,145.5666666666667,7.236333333333332,112.06666666666668,4.333333333333333,89.56666666666665,22.366666666666656,123.30000000000001,32.53333333333331,26.03333333333332
2023-11-16T21:00:00,162.4333333333334,131.76666666666668,7.189,107.36666666666667,4.0,80.43333333333332,20.933333333333323,104.10000000000001,20.999999999999975,25.166666666666654
2023-11-16T22:00:00,150.8666666666667,120.33333333333336,7.1290000000000004,104.2,4.0,71.99999999999999,19.133333333333322,90.66666666666667,10.533333333333308,21.599999999999984
2023-11-16T23:00:00,141.50000000000003,112.86666666666667,6.760333333333333,101.30000000000001,4.0,62.63333333333332,17.199999999999992,82.43333333333332,4.3666666666666405,18.03333333333332
2023-11-17T00:00:00,137.0666666666667,110.2666666666667,6.504333333333332,99.23333333333335,4.0,53.899999999999984,16.366666666666656,78.46666666666665,5.266666666666641,15.099999999999985
2023-11-17T01:00:00,132.9666666666667,110.10000000000002,6.107666666666667,98.36666666666667,4.0,46.36666666666665,16.29999999999999,74.86666666666666,6.066666666666641,13.399999999999986
2023-11-17T02:00:00,132.0333333333334,110.53333333333335,6.1546666666666665,97.93333333333335,3.6666666666666665,46.49999999999998,15.766666666666657,74.23333333333333,5.233333333333307,12.099999999999985
2023-11-17T03:00:00,130.83333333333337,109.70000000000003,6.097999999999999,98.56666666666668,3.6666666666666665,46.79999999999998,15.333333333333323,74.23333333333333,4.333333333333307,11.666666666666652
2023-11-17T04:00:00,134.4666666666667,110.83333333333336,6.189,99.9666666666667,4.0,47.566666666666656,15.499999999999991,74.83333333333333,3.5,11.899999999999986
2023-11-17T05:00:00,143.30000000000004,113.16666666666669,6.108666666666665,107.7666666666667,4.333333333333333,54.49999999999998,16.03333333333332,82.83333333333333,3.533333333333307,12.599999999999985
2023-11-17T06:00:00,162.43333333333337,120.56666666666668,6.156666666666666,115.36666666666669,4.666666666666667,72.93333333333332,17.333333333333325,108.40000000000002,5.433333333333306,14.399999999999986
2023-11-17T07:00:00,182.80000000000004,133.10000000000002,6.120333333333332,131.60000000000002,4.333333333333333,103.13333333333331,20.99999999999999,142.5,9.96666666666664,16.63333333333332
